id,name,host_id,host_is_superhost,neighbourhood_cleansed,property_type,amenities,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_list
985618811414454351,Um charme no melhor do Leblon,93640055,True,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Dove body soap"", ""TV"", ""Bed linens"", ""Dining table"", ""Gas stove"", ""Host greets you"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Room-darkening shades"", ""Essentials"", ""Kitchen"", ""Electrolux refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Cleaning products"", ""Extra pillows and blankets"", ""Air conditioning""]",476.0,4.93,4.96,4.77,4.95,4.99,4.99,4.88,"['Clothing storage: closet', 'Dove body soap', 'TV', 'Bed linens', 'Dining table', 'Gas stove', 'Host greets you', 'Washer', 'Hot water', 'Hair dryer', 'Room-darkening shades', 'Essentials', 'Kitchen', 'Electrolux refrigerator', 'Iron', 'Drying rack for clothing', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Cleaning products', 'Extra pillows and blankets', 'Air conditioning']"
985735272390580537,Lindo loft c/ banheira no Leblon,349627222,True,Leblon,Entire rental unit,"[""Dishes and silverware"", ""Dedicated workspace"", ""Paid parking off premises"", ""Lockbox"", ""TV"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Wine glasses"", ""Bathtub"", ""Elevator"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",439.0,4.83,4.92,4.85,4.95,4.97,4.94,4.71,"['Dishes and silverware', 'Dedicated workspace', 'Paid parking off premises', 'Lockbox', 'TV', 'Pets allowed', 'Hair dryer', 'Kitchen', 'Wine glasses', 'Bathtub', 'Elevator', 'Paid parking on premises', 'Luggage dropoff allowed', 'Self check-in', 'Air conditioning', 'Wifi']"
987125204853926910,Aconchegante Apto. no Leblon,47844127,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""TV"", ""Paid parking garage off premises"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Shampoo"", ""Dining table"", ""Electric stove"", ""Coffee maker: espresso machine"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Conditioner"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Private entrance"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Self check-in"", ""Air conditioning""]",461.0,4.91,4.91,4.94,4.91,4.94,5.0,4.85,"['Dedicated workspace', 'Smart lock', 'TV', 'Paid parking garage off premises', 'Body soap', 'Bed linens', 'Clothing storage', 'Shampoo', 'Dining table', 'Electric stove', 'Coffee maker: espresso machine', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'First aid kit', 'Wine glasses', 'Cleaning available during stay', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Essentials', 'Pets allowed', 'Kitchen', 'Long term stays allowed', 'Iron', 'Conditioner', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Microwave', 'Private entrance', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Paid parking on premises', 'Luggage dropoff allowed', 'Self check-in', 'Air conditioning']"
992559264852155326,"Leblon, no melhor lugar",61098353,False,Leblon,Entire rental unit,"[""Microwave"", ""Washer"", ""TV"", ""Hot water"", ""Kitchen"", ""Blender"", ""Stove"", ""Bed linens"", ""Room-darkening shades"", ""Beach view"", ""Essentials"", ""Coffee maker"", ""Dishes and silverware"", ""Clothing storage: wardrobe"", ""Iron"", ""Sea view"", ""Refrigerator"", ""Oven"", ""Laundromat nearby"", ""Air conditioning"", ""Wifi"", ""Shared beach access"", ""Dining table"", ""Hangers"", ""Cooking basics"", ""Drying rack for clothing""]",730.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,"['Microwave', 'Washer', 'TV', 'Hot water', 'Kitchen', 'Blender', 'Stove', 'Bed linens', 'Room-darkening shades', 'Beach view', 'Essentials', 'Coffee maker', 'Dishes and silverware', 'Clothing storage: wardrobe', 'Iron', 'Sea view', 'Refrigerator', 'Oven', 'Laundromat nearby', 'Air conditioning', 'Wifi', 'Shared beach access', 'Dining table', 'Hangers', 'Cooking basics', 'Drying rack for clothing']"
992799716841042736,Shopping Leblon / / 3 Quartos com Vaga,248652899,True,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smart lock"", ""Bed linens"", ""Fast wifi \u2013 537 Mbps"", ""Dining table"", ""Gas stove"", ""Free residential garage on premises \u2013 1 space"", ""Window guards"", ""Paid parking off premises"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""AC - split type ductless system"", ""Refrigerator"", ""Exterior security cameras on property"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Single oven"", ""Drying rack for clothing"", ""Shared beach access"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Microwave"", ""Lake access"", ""55 inch HDTV with premium cable"", ""Cleaning products"", ""Elevator"", ""Self check-in""]",788.0,4.93,4.95,4.98,5.0,4.98,4.96,4.93,"['Coffee maker: drip coffee maker', 'Dedicated workspace', 'Smart lock', 'Bed linens', 'Fast wifi – 537 Mbps', 'Dining table', 'Gas stove', 'Free residential garage on premises – 1 space', 'Window guards', 'Paid parking off premises', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Blender', 'AC - split type ductless system', 'Refrigerator', 'Exterior security cameras on property', 'Freezer', 'Essentials', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Iron', 'Single oven', 'Drying rack for clothing', 'Shared beach access', 'Free washer – In unit', 'Free dryer – In unit', 'Dishes and silverware', 'Cooking basics', 'Clothing storage: wardrobe', 'Microwave', 'Lake access', '55 inch HDTV with premium cable', 'Cleaning products', 'Elevator', 'Self check-in']"
989901078066319750,3 bedroom penthouse with the best view in Rio de J,2438594,True,Leblon,Entire rental unit,"[""Washer"", ""TV"", ""Dedicated workspace"", ""Air conditioning"", ""Stove"", ""Oven"", ""Essentials"", ""Host greets you"", ""Gym"", ""Shampoo"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Pool"", ""Cooking basics"", ""Hot water"", ""Kitchen"", ""Coffee maker"", ""Long term stays allowed"", ""Microwave"", ""Hair dryer"", ""Private entrance"", ""Free parking on premises"", ""Elevator"", ""Dishes and silverware""]",5976.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Washer', 'TV', 'Dedicated workspace', 'Air conditioning', 'Stove', 'Oven', 'Essentials', 'Host greets you', 'Gym', 'Shampoo', 'Iron', 'Wifi', 'Refrigerator', 'Bed linens', 'Pool', 'Cooking basics', 'Hot water', 'Kitchen', 'Coffee maker', 'Long term stays allowed', 'Microwave', 'Hair dryer', 'Private entrance', 'Free parking on premises', 'Elevator', 'Dishes and silverware']"
992898551855782908,Leblon 40m² (Praia Posto 12) Novíssimoooo,334318129,True,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Housekeeping - available at extra cost"", ""TV"", ""Ethernet connection"", ""Bed linens"", ""Host greets you"", ""Paid parking lot off premises"", ""Window guards"", ""Electric stove"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Refrigerator"", ""AC - split type ductless system"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Hot water kettle"", ""Long term stays allowed"", ""Iron"", ""Single oven"", ""Shared beach access"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Microwave"", ""Private gym nearby"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator""]",243.0,4.93,4.95,4.98,5.0,5.0,4.73,4.95,"['Coffee maker: drip coffee maker', 'Dedicated workspace', 'Housekeeping - available at extra cost', 'TV', 'Ethernet connection', 'Bed linens', 'Host greets you', 'Paid parking lot off premises', 'Window guards', 'Electric stove', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Refrigerator', 'AC - split type ductless system', 'Freezer', 'Essentials', 'Ceiling fan', 'Kitchen', 'Hot water kettle', 'Long term stays allowed', 'Iron', 'Single oven', 'Shared beach access', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Clothing storage: wardrobe', 'Microwave', 'Private gym nearby', 'Cleaning products', 'Extra pillows and blankets', 'Elevator']"
994361991925657157,"Rio Flat praia, piscina, garagem",378545175,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""TV"", ""Smoking allowed"", ""Bed linens"", ""Gym"", ""Induction stove"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Refrigerator"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Pool"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Microwave"", ""Private entrance"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",737.0,4.94,4.94,4.98,4.94,4.92,4.98,4.81,"['Dedicated workspace', 'Smart lock', 'TV', 'Smoking allowed', 'Bed linens', 'Gym', 'Induction stove', 'Washer', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Cleaning available during stay', 'Room-darkening shades', 'Refrigerator', 'Dryer –\xa0In unit', 'Essentials', 'Kitchen', 'Long term stays allowed', 'Iron', 'Pool', 'Wifi', 'Dishes and silverware', 'Toaster', 'Microwave', 'Private entrance', 'Extra pillows and blankets', 'Free parking on premises', 'Elevator', 'Self check-in', 'Air conditioning']"
997559946164068295,Studio 8 Leblon,65951994,True,Leblon,Entire rental unit,"[""Mini fridge"", ""TV"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Host greets you"", ""Paid street parking off premises"", ""Electric stove"", ""Coffee maker: espresso machine"", ""Coffee"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Elevator"", ""Air conditioning""]",369.0,4.94,4.93,4.91,4.81,4.85,4.96,4.74,"['Mini fridge', 'TV', 'Body soap', 'Bed linens', 'Dining table', 'Host greets you', 'Paid street parking off premises', 'Electric stove', 'Coffee maker: espresso machine', 'Coffee', 'Hair dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Refrigerator', 'Essentials', 'Kitchen', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Elevator', 'Air conditioning']"
1002179183482563697,Loft Silencioso Alto Leblon,104243577,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""TV"", ""Building staff"", ""Pets allowed"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Washer"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",180.0,4.33,4.33,4.33,5.0,5.0,4.33,4.0,"['Dedicated workspace', 'TV', 'Building staff', 'Pets allowed', 'Kitchen', 'Beach access – Beachfront', 'Washer', 'Self check-in', 'Air conditioning', 'Wifi']"
998752298627800948,"Studio Leblon, 400m da praia",219674326,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV"", ""Body soap"", ""Bed linens"", ""Rice maker"", ""Dining table"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Baking sheet"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Iron"", ""Drying rack for clothing"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Air conditioning""]",235.0,4.8,4.81,4.79,4.84,4.74,4.99,4.76,"['Dedicated workspace', 'Oven', 'TV', 'Body soap', 'Bed linens', 'Rice maker', 'Dining table', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Baking sheet', 'Refrigerator', 'Freezer', 'Essentials', 'Ceiling fan', 'Kitchen', 'Iron', 'Drying rack for clothing', 'Stove', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Clothing storage: wardrobe', 'Microwave', 'Cleaning products', 'Extra pillows and blankets', 'Air conditioning']"
1003740454753726849,Leblon Boutique Ikonika 002 - 4 bedrooms 8 people,74187507,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV with standard cable"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Shampoo"", ""Shower gel"", ""Washer"", ""Keypad"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Beach essentials"", ""Outdoor shower"", ""Dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""Refrigerator"", ""Outdoor playground"", ""Freezer"", ""Essentials"", ""Kitchen"", ""Single level home"", ""Iron"", ""Drying rack for clothing"", ""Books and reading material"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Microwave"", ""Private entrance"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Air conditioning""]",1285.0,4.97,4.94,4.9,4.97,4.97,4.99,4.89,"['Dedicated workspace', 'Oven', 'TV with standard cable', 'Body soap', 'Bed linens', 'Clothing storage', 'Shampoo', 'Shower gel', 'Washer', 'Keypad', 'Coffee maker: Nespresso', 'Laundromat nearby', 'Coffee', 'Hot water', 'Beach essentials', 'Outdoor shower', 'Dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Blender', 'Refrigerator', 'Outdoor playground', 'Freezer', 'Essentials', 'Kitchen', 'Single level home', 'Iron', 'Drying rack for clothing', 'Books and reading material', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Free street parking', 'Microwave', 'Private entrance', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Beach access – Beachfront', 'Self check-in', 'Air conditioning']"
1004101761643660996,Leblon Apartament,265747208,False,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Oven"", ""TV"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Gas stove"", ""Host greets you"", ""Mosquito net"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Window AC unit"", ""Drying rack for clothing"", ""Shared beach access"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Microwave"", ""Private entrance"", ""Sound system"", ""Portable fans"", ""Extra pillows and blankets"", ""Elevator""]",500.0,4.7,4.7,4.7,5.0,5.0,5.0,4.4,"['Clothing storage: closet', 'Coffee maker: drip coffee maker', 'Dedicated workspace', 'Oven', 'TV', 'Body soap', 'Bed linens', 'Dining table', 'Gas stove', 'Host greets you', 'Mosquito net', 'Paid street parking off premises', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hangers', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Freezer', 'Essentials', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Iron', 'Window AC unit', 'Drying rack for clothing', 'Shared beach access', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Microwave', 'Private entrance', 'Sound system', 'Portable fans', 'Extra pillows and blankets', 'Elevator']"
1007287023235844279,Av Ataulfo de Paiva 319/502,36744189,True,Leblon,Entire rental unit,"[""Other stainless steel gas stove"", ""Dedicated workspace"", ""Smart lock"", ""Body soap"", ""Bed linens"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Room-darkening shades"", ""Blender"", ""AC - split type ductless system"", ""Refrigerator"", ""Exterior security cameras on property"", ""Fast wifi \u2013 96 Mbps"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Fire extinguisher"", ""Kitchen"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Single oven"", ""Smoke alarm"", ""Shared beach access"", ""HDTV"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Microwave"", ""Coffee maker: Nespresso, pour-over coffee"", ""Extra pillows and blankets"", ""Elevator"", ""Luggage dropoff allowed"", ""Self check-in""]",300.0,4.79,4.85,4.95,4.95,4.82,4.93,4.69,"['Other stainless steel gas stove', 'Dedicated workspace', 'Smart lock', 'Body soap', 'Bed linens', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'First aid kit', 'Room-darkening shades', 'Blender', 'AC - split type ductless system', 'Refrigerator', 'Exterior security cameras on property', 'Fast wifi – 96 Mbps', 'Freezer', 'Essentials', 'Ceiling fan', 'Fire extinguisher', 'Kitchen', 'Hot water kettle', 'Long term stays allowed', 'Carbon monoxide alarm', 'Single oven', 'Smoke alarm', 'Shared beach access', 'HDTV', 'Dishes and silverware', 'Cooking basics', 'Clothing storage: wardrobe', 'Microwave', 'Coffee maker: Nespresso, pour-over coffee', 'Extra pillows and blankets', 'Elevator', 'Luggage dropoff allowed', 'Self check-in']"
1005225170400881118,Apartamento no Leblon,476658602,False,Leblon,Entire rental unit,"[""TV"", ""Smoking allowed"", ""Bed linens"", ""Gas stove"", ""Brastemp refrigerator"", ""Washer"", ""Hot water"", ""Hangers"", ""Wine glasses"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Hot water kettle"", ""Drying rack for clothing"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Microwave"", ""Beach access \u2013 Beachfront""]",,4.67,4.58,4.25,5.0,5.0,5.0,4.5,"['TV', 'Smoking allowed', 'Bed linens', 'Gas stove', 'Brastemp refrigerator', 'Washer', 'Hot water', 'Hangers', 'Wine glasses', 'Essentials', 'Pets allowed', 'Kitchen', 'Hot water kettle', 'Drying rack for clothing', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Clothing storage: wardrobe', 'Microwave', 'Beach access – Beachfront']"
1008500198699062230,Apto Leblon 1/2 quadra da praia,114511000,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Bed linens"", ""Dining table"", ""Free parking garage on premises \u2013 1 space"", ""Bathtub"", ""Brastemp refrigerator"", ""Sea view"", ""Waterfront"", ""Paid parking lot off premises"", ""Keypad"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""AC - split type ductless system"", ""Dishwasher"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Window AC unit"", ""Shared beach access \u2013 Beachfront"", ""Drying rack for clothing"", ""65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix"", ""Free washer \u2013 In unit"", ""Pocket wifi"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Microwave"", ""Brastemp stainless steel single oven"", ""Safe"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Brastemp stainless steel gas stove"", ""Luggage dropoff allowed"", ""Self check-in""]",2418.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Dedicated workspace', 'Bed linens', 'Dining table', 'Free parking garage on premises – 1 space', 'Bathtub', 'Brastemp refrigerator', 'Sea view', 'Waterfront', 'Paid parking lot off premises', 'Keypad', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Blender', 'AC - split type ductless system', 'Dishwasher', 'Freezer', 'Essentials', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Iron', 'Window AC unit', 'Shared beach access – Beachfront', 'Drying rack for clothing', '65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix', 'Free washer – In unit', 'Pocket wifi', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Free street parking', 'Clothing storage: wardrobe', 'Microwave', 'Brastemp stainless steel single oven', 'Safe', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Brastemp stainless steel gas stove', 'Luggage dropoff allowed', 'Self check-in']"
1005760627133044646,Alto Padrão Reformado Dias Ferreira Leblon Jacuzzi,94119698,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""TV"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Shampoo"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Beach essentials"", ""Hot tub"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Pack \u2019n play/Travel crib - available upon request"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Hot water kettle"", ""Long term stays allowed"", ""Iron"", ""Stove"", ""Conditioner"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Microwave"", ""Crib"", ""Cleaning products"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",424.0,4.97,4.97,4.94,4.98,4.98,4.9,4.92,"['Dedicated workspace', 'Smart lock', 'TV', 'Body soap', 'Bed linens', 'Clothing storage', 'Shampoo', 'Bathtub', 'Coffee maker: Nespresso', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Beach essentials', 'Hot tub', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Pack ’n play/Travel crib - available upon request', 'Refrigerator', 'Freezer', 'Essentials', 'Pets allowed', 'Kitchen', 'Hot water kettle', 'Long term stays allowed', 'Iron', 'Stove', 'Conditioner', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Microwave', 'Crib', 'Cleaning products', 'Elevator', 'Self check-in', 'Air conditioning']"
1008599746966234808,Silencioso e acolhedor,225398509,True,Leblon,Entire rental unit,"[""Extra pillows and blankets"", ""Washer"", ""Clothing storage"", ""TV"", ""Hot water"", ""Kitchen"", ""Stove"", ""Bed linens"", ""Single level home"", ""Room-darkening shades"", ""Host greets you"", ""Essentials"", ""Cleaning products"", ""Dishes and silverware"", ""Refrigerator"", ""Window guards"", ""Air conditioning"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Cooking basics"", ""Drying rack for clothing""]",442.0,4.95,4.93,4.8,4.98,5.0,5.0,4.8,"['Extra pillows and blankets', 'Washer', 'Clothing storage', 'TV', 'Hot water', 'Kitchen', 'Stove', 'Bed linens', 'Single level home', 'Room-darkening shades', 'Host greets you', 'Essentials', 'Cleaning products', 'Dishes and silverware', 'Refrigerator', 'Window guards', 'Air conditioning', 'Wifi', 'Hair dryer', 'Hangers', 'Cooking basics', 'Drying rack for clothing']"
1008667182513081714,A GEM in Leblon - 2 blocks from the beach!,462226079,True,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Bed linens"", ""Shampoo"", ""Shower gel"", ""Induction stove"", ""Paid parking off premises"", ""Keypad"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Iron"", ""Conditioner"", ""Wifi"", ""TV with Netflix, premium cable"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Cleaning products"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Air conditioning""]",329.0,4.94,4.97,4.96,4.97,4.99,4.98,4.89,"['Clothing storage: closet', 'Bed linens', 'Shampoo', 'Shower gel', 'Induction stove', 'Paid parking off premises', 'Keypad', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Freezer', 'Essentials', 'Pets allowed', 'Kitchen', 'Iron', 'Conditioner', 'Wifi', 'TV with Netflix, premium cable', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Cleaning products', 'Beach access – Beachfront', 'Self check-in', 'Air conditioning']"
1008805300092311018,Apto confortável c/garagem/2 quadras praia/Seg.24h,80329631,True,Leblon,Entire rental unit,"[""GE stainless steel oven"", ""Mini fridge"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""TV"", ""Lux body soap"", ""Bed linens"", ""Bosch gas stove"", ""Dining table"", ""Bathtub"", ""Host greets you"", ""Fast wifi \u2013 95 Mbps"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""AC - split type ductless system"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Outdoor playground"", ""Freezer"", ""Essentials"", ""Fire extinguisher"", ""Kitchen"", ""Hot water kettle"", ""Iron"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Drying rack for clothing"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Eletrolux refrigerator"", ""Clothing storage: wardrobe"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Vineyard view""]",1399.0,5.0,4.87,4.93,4.93,5.0,4.93,4.8,"['GE stainless steel oven', 'Mini fridge', 'Dedicated workspace', 'Coffee maker: drip coffee maker', 'TV', 'Lux body soap', 'Bed linens', 'Bosch gas stove', 'Dining table', 'Bathtub', 'Host greets you', 'Fast wifi – 95 Mbps', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'First aid kit', 'Wine glasses', 'Cleaning available during stay', 'Room-darkening shades', 'Baking sheet', 'Blender', 'AC - split type ductless system', 'Dishwasher', 'Children’s dinnerware', 'Outdoor playground', 'Freezer', 'Essentials', 'Fire extinguisher', 'Kitchen', 'Hot water kettle', 'Iron', 'Carbon monoxide alarm', 'Smoke alarm', 'Drying rack for clothing', 'Free washer – In unit', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Eletrolux refrigerator', 'Clothing storage: wardrobe', 'Microwave', 'Cleaning products', 'Extra pillows and blankets', 'Free parking on premises', 'Elevator', 'Beach access – Beachfront', 'Vineyard view']"
